# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
N_unmapped			2196166	2196166	2196166			
N_multimapping			7033136	7033136	7033136			
N_noFeature			3003317	46191584	46492837			
N_ambiguous			9192636	2227977	2214540			
ENSG00000000003.15	TSPAN6	protein_coding	4153	2056	2097	37.5782	11.4121	11.8603
ENSG00000000005.6	TNMD	protein_coding	8	2	6	0.2225	0.0676	0.0702
ENSG00000000419.13	DPM1	protein_coding	2871	1454	1417	97.6276	29.6486	30.8128
ENSG00000000457.14	SCYL3	protein_coding	3446	3016	2862	20.5487	6.2404	6.4855
ENSG00000000460.17	C1orf112	protein_coding	690	1593	1685	4.7437	1.4406	1.4972
ENSG00000000938.13	FGR	protein_coding	472	249	223	5.7282	1.7396	1.8079
ENSG00000000971.16	CFH	protein_coding	4870	2424	2447	25.0480	7.6068	7.9055
ENSG00000001036.14	FUCA2	protein_coding	5228	3722	3813	76.0371	23.0917	23.9985
ENSG00000001084.13	GCLC	protein_coding	4232	2499	2365	20.1551	6.1209	6.3613
ENSG00000001167.14	NFYA	protein_coding	3461	1909	1849	37.2743	11.3198	11.7644
ENSG00000001460.18	STPG1	protein_coding	953	506	483	4.5958	1.3957	1.4505
ENSG00000001461.17	NIPAL3	protein_coding	4239	2177	2100	18.5169	5.6234	5.8442
ENSG00000001497.18	LAS1L	protein_coding	7149	3501	3650	23.3709	7.0975	7.3762
ENSG00000001561.7	ENPP4	protein_coding	3040	1513	1527	26.8676	8.1594	8.4798
ENSG00000001617.12	SEMA3F	protein_coding	6723	3328	3397	57.1772	17.3641	18.0460
ENSG00000001626.16	CFTR	protein_coding	21	17	8	0.0867	0.0263	0.0274
ENSG00000001629.10	ANKIB1	protein_coding	5898	2968	2931	32.7617	9.9494	10.3401
ENSG00000001630.17	CYP51A1	protein_coding	57	28	33	0.6629	0.2013	0.2092
ENSG00000001631.16	KRIT1	protein_coding	582	292	290	3.8503	1.1693	1.2152
ENSG00000002016.18	RAD52	protein_coding	491	245	246	4.4753	1.3591	1.4125
ENSG00000002079.14	MYH16	transcribed_unitary_pseudogene	2	2	1	0.0130	0.0040	0.0041
ENSG00000002330.14	BAD	protein_coding	296	870	878	7.1130	2.1601	2.2450
ENSG00000002549.12	LAP3	protein_coding	7981	3973	4008	86.5442	26.2826	27.3147
ENSG00000002586.20	CD99	protein_coding	15508	7152	8356	131.0222	39.7902	41.3527
ENSG00000002586.20_PAR_Y	CD99	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000002587.10	HS3ST1	protein_coding	361	181	180	1.9928	0.6052	0.6290
ENSG00000002726.21	AOC1	protein_coding	19	11	8	0.2060	0.0626	0.0650
ENSG00000002745.13	WNT16	protein_coding	6	3	3	0.0754	0.0229	0.0238
ENSG00000002746.15	HECW1	protein_coding	38	28	35	0.1119	0.0340	0.0353
ENSG00000002822.15	MAD1L1	protein_coding	45	26	19	0.2555	0.0776	0.0806
ENSG00000002834.18	LASP1	protein_coding	48294	30934	30187	280.7202	85.2520	88.5998
ENSG00000002919.15	SNX11	protein_coding	2620	1359	1267	26.0185	7.9016	8.2119
ENSG00000002933.9	TMEM176A	protein_coding	3659	1866	1793	43.1921	13.1170	13.6321
ENSG00000003056.8	M6PR	protein_coding	3547	2537	2516	40.6087	12.3325	12.8167
ENSG00000003096.14	KLHL13	protein_coding	2707	1362	1345	15.9108	4.8320	5.0217
ENSG00000003137.8	CYP26B1	protein_coding	69	37	32	0.5647	0.1715	0.1782
ENSG00000003147.19	ICA1	protein_coding	6315	3523	3542	53.0803	16.1200	16.7530
ENSG00000003249.15	DBNDD1	protein_coding	2346	1181	1178	21.5797	6.5535	6.8109
ENSG00000003393.15	ALS2	protein_coding	2018	1011	1007	7.9351	2.4098	2.5044
ENSG00000003400.15	CASP10	protein_coding	545	281	264	2.9506	0.8961	0.9313
ENSG00000003402.20	CFLAR	protein_coding	3885	2099	2174	7.0935	2.1542	2.2388
ENSG00000003436.16	TFPI	protein_coding	1277	651	706	4.4744	1.3588	1.4122
ENSG00000003509.16	NDUFAF7	protein_coding	867	566	526	9.7466	2.9600	3.0762
ENSG00000003756.17	RBM5	protein_coding	5692	3793	3871	22.5568	6.8503	7.1193
ENSG00000003987.14	MTMR7	protein_coding	112	321	304	0.6635	0.2015	0.2094
ENSG00000003989.18	SLC7A2	protein_coding	31328	15841	15487	162.6588	49.3979	51.3377
ENSG00000004059.11	ARF5	protein_coding	7283	3752	3590	163.7926	49.7422	51.6956
ENSG00000004139.14	SARM1	protein_coding	209	1744	1837	0.7725	0.2346	0.2438
ENSG00000004142.12	POLDIP2	protein_coding	11000	6421	6272	169.0940	51.3522	53.3688
ENSG00000004399.13	PLXND1	protein_coding	6269	3034	3236	26.9230	8.1763	8.4973
ENSG00000004455.17	AK2	protein_coding	9721	5039	4723	41.4531	12.5889	13.0833
ENSG00000004468.13	CD38	protein_coding	264	121	143	1.5802	0.4799	0.4987
ENSG00000004478.8	FKBP4	protein_coding	38163	25672	25563	303.3801	92.1336	95.7516
ENSG00000004487.17	KDM1A	protein_coding	7080	3564	3516	53.4172	16.2223	16.8593
ENSG00000004534.15	RBM6	protein_coding	6700	3251	3450	37.6754	11.4417	11.8910
ENSG00000004660.15	CAMKK1	protein_coding	820	410	410	4.5279	1.3751	1.4291
ENSG00000004700.16	RECQL	protein_coding	950	1499	1481	10.3180	3.1335	3.2565
ENSG00000004766.17	VPS50	protein_coding	3221	1621	1600	13.8301	4.2001	4.3650
ENSG00000004776.13	HSPB6	protein_coding	41	206	224	0.9761	0.2964	0.3081
ENSG00000004777.18	ARHGAP33	protein_coding	333	176	180	2.5984	0.7891	0.8201
ENSG00000004779.10	NDUFAB1	protein_coding	8377	4188	4189	222.1081	67.4521	70.1009
ENSG00000004799.8	PDK4	protein_coding	1703	820	883	15.3824	4.6715	4.8549
ENSG00000004809.14	SLC22A16	protein_coding	4	2	2	0.0420	0.0128	0.0133
ENSG00000004838.14	ZMYND10	protein_coding	667	395	418	9.4760	2.8778	2.9908
ENSG00000004846.16	ABCB5	protein_coding	18	7	11	0.0798	0.0242	0.0252
ENSG00000004848.8	ARX	protein_coding	10	7	3	0.1318	0.0400	0.0416
ENSG00000004864.14	SLC25A13	protein_coding	2383	1181	1202	26.3631	8.0062	8.3206
ENSG00000004866.22	ST7	protein_coding	2427	1362	1338	15.2640	4.6355	4.8176
ENSG00000004897.12	CDC27	protein_coding	5032	2603	2575	30.2655	9.1914	9.5523
ENSG00000004939.15	SLC4A1	protein_coding	1	0	1	0.0080	0.0024	0.0025
ENSG00000004948.16	CALCR	protein_coding	133	72	61	1.2929	0.3927	0.4081
ENSG00000004961.15	HCCS	protein_coding	2561	1347	1214	44.8626	13.6243	14.1593
ENSG00000004975.12	DVL2	protein_coding	2329	1217	1113	17.9648	5.4557	5.6700
ENSG00000005001.10	PRSS22	protein_coding	888	484	441	15.2881	4.6428	4.8252
ENSG00000005007.13	UPF1	protein_coding	9829	4991	4841	47.0569	14.2907	14.8519
ENSG00000005020.13	SKAP2	protein_coding	4630	2311	2319	35.4472	10.7650	11.1877
ENSG00000005022.6	SLC25A5	protein_coding	22413	12421	13044	591.5839	179.6583	186.7134
ENSG00000005059.16	MCUB	protein_coding	1460	769	757	16.8562	5.1191	5.3201
ENSG00000005073.6	HOXA11	protein_coding	19	15	6	0.2922	0.0887	0.0922
ENSG00000005075.15	POLR2J	protein_coding	2971	1513	1490	89.9933	27.3301	28.4033
ENSG00000005100.13	DHX33	protein_coding	1804	908	897	12.7903	3.8843	4.0368
ENSG00000005102.14	MEOX1	protein_coding	209	96	113	3.2080	0.9742	1.0125
ENSG00000005108.16	THSD7A	protein_coding	413	217	224	1.5522	0.4714	0.4899
ENSG00000005156.12	LIG3	protein_coding	4445	3301	3392	14.1415	4.2946	4.4633
ENSG00000005175.10	RPAP3	protein_coding	5181	2565	2616	39.7472	12.0708	12.5449
ENSG00000005187.12	ACSM3	protein_coding	620	1314	1244	3.3884	1.0290	1.0694
ENSG00000005189.20	REXO5	protein_coding	475	237	260	4.7423	1.4402	1.4968
ENSG00000005194.15	CIAPIN1	protein_coding	3224	1588	1636	39.1147	11.8788	12.3452
ENSG00000005206.17	SPPL2B	protein_coding	1650	846	804	9.1282	2.7721	2.8810
ENSG00000005238.20	FAM214B	protein_coding	1435	701	734	9.2389	2.8058	2.9159
ENSG00000005243.10	COPZ2	protein_coding	882	462	420	19.4001	5.8916	6.1230
ENSG00000005249.13	PRKAR2B	protein_coding	2545	1221	1324	24.5087	7.4431	7.7354
ENSG00000005302.19	MSL3	protein_coding	2224	1068	1156	9.3335	2.8345	2.9458
ENSG00000005339.15	CREBBP	protein_coding	12174	6096	6079	32.2803	9.8032	10.1882
ENSG00000005379.17	TSPOAP1	protein_coding	851	435	419	3.0668	0.9314	0.9679
ENSG00000005381.8	MPO	protein_coding	13	9	4	0.1513	0.0459	0.0477
ENSG00000005421.9	PON1	protein_coding	8	3	5	0.1236	0.0375	0.0390
ENSG00000005436.14	GCFC2	protein_coding	1409	1122	1107	10.5878	3.2154	3.3417
ENSG00000005448.17	WDR54	protein_coding	1087	485	609	15.6432	4.7507	4.9373
ENSG00000005469.12	CROT	protein_coding	1381	696	685	11.3476	3.4462	3.5815
ENSG00000005471.19	ABCB4	protein_coding	217	108	109	1.1525	0.3500	0.3637
ENSG00000005483.21	KMT2E	protein_coding	6858	3743	3618	28.2921	8.5920	8.9294
ENSG00000005486.17	RHBDD2	protein_coding	8175	3911	4265	140.3901	42.6351	44.3094
ENSG00000005513.10	SOX8	protein_coding	93	48	46	0.8539	0.2593	0.2695
ENSG00000005700.15	IBTK	protein_coding	8109	3992	4117	38.1722	11.5925	12.0478
ENSG00000005801.18	ZNF195	protein_coding	2134	1029	1105	7.4791	2.2713	2.3605
ENSG00000005810.18	MYCBP2	protein_coding	2723	1591	1541	6.9908	2.1230	2.2064
ENSG00000005812.11	FBXL3	protein_coding	4764	4146	4036	27.6332	8.3919	8.7215
ENSG00000005844.19	ITGAL	protein_coding	920	689	652	3.8281	1.1626	1.2082
ENSG00000005882.12	PDK2	protein_coding	3906	4131	4109	29.3030	8.8990	9.2485
ENSG00000005884.18	ITGA3	protein_coding	21064	10554	10522	88.2009	26.7858	27.8376
ENSG00000005889.16	ZFX	protein_coding	7565	3846	3719	34.3583	10.4343	10.8440
ENSG00000005893.16	LAMP2	protein_coding	30306	15503	14803	132.2704	40.1692	41.7467
ENSG00000005961.19	ITGA2B	protein_coding	33	13	20	0.2378	0.0722	0.0751
ENSG00000005981.13	ASB4	protein_coding	29	17	12	0.2584	0.0785	0.0816
ENSG00000006007.12	GDE1	protein_coding	9001	5682	5912	84.1537	25.5567	26.5602
ENSG00000006015.18	REX1BD	protein_coding	779	408	371	9.4847	2.8804	2.9935
ENSG00000006016.11	CRLF1	protein_coding	955	613	652	13.2109	4.0120	4.1696
ENSG00000006025.12	OSBPL7	protein_coding	457	217	241	2.8541	0.8668	0.9008
ENSG00000006042.12	TMEM98	protein_coding	5654	2911	2743	44.7390	13.5868	14.1203
ENSG00000006047.13	YBX2	protein_coding	272	133	142	2.4107	0.7321	0.7609
ENSG00000006059.4	KRT33A	protein_coding	6	4	2	0.1890	0.0574	0.0597
ENSG00000006062.17	MAP3K14	protein_coding	720	498	558	5.2137	1.5834	1.6455
ENSG00000006071.15	ABCC8	protein_coding	468	214	260	1.5259	0.4634	0.4816
ENSG00000006116.4	CACNG3	protein_coding	1	0	1	0.0214	0.0065	0.0068
ENSG00000006118.15	TMEM132A	protein_coding	2208	1317	1234	12.4587	3.7836	3.9322
ENSG00000006125.18	AP2B1	protein_coding	24973	12567	12517	135.0263	41.0062	42.6165
ENSG00000006128.12	TAC1	protein_coding	47	20	27	1.1268	0.3422	0.3556
ENSG00000006194.10	ZNF263	protein_coding	7196	4061	4030	46.1269	14.0083	14.5584
ENSG00000006210.7	CX3CL1	protein_coding	3517	1814	1703	24.2199	7.3554	7.6442
ENSG00000006282.21	SPATA20	protein_coding	25774	13066	12709	198.2127	60.1953	62.5591
ENSG00000006283.18	CACNA1G	protein_coding	30	19	17	0.1224	0.0372	0.0386
ENSG00000006327.14	TNFRSF12A	protein_coding	4488	2299	2191	102.2789	31.0611	32.2808
ENSG00000006377.11	DLX6	protein_coding	19	12	7	0.2264	0.0687	0.0714
ENSG00000006432.15	MAP3K9	protein_coding	1780	869	911	5.8984	1.7913	1.8616
ENSG00000006451.8	RALA	protein_coding	8042	4145	3897	92.2251	28.0079	29.1077
ENSG00000006453.14	BAIAP2L1	protein_coding	3817	2741	2719	32.4961	9.8688	10.2563
ENSG00000006459.11	KDM7A	protein_coding	1790	891	899	7.8341	2.3791	2.4726
ENSG00000006468.14	ETV1	protein_coding	2081	1047	1034	8.8832	2.6977	2.8037
ENSG00000006530.18	AGK	protein_coding	3859	2171	2206	14.8067	4.4967	4.6732
ENSG00000006534.16	ALDH3B1	protein_coding	1932	1009	927	11.9675	3.6344	3.7771
ENSG00000006555.11	TTC22	protein_coding	357	163	194	2.3977	0.7282	0.7568
ENSG00000006576.16	PHTF2	protein_coding	2610	1281	1329	12.3900	3.7627	3.9105
ENSG00000006606.9	CCL26	protein_coding	9	8	2	0.5255	0.1596	0.1658
ENSG00000006607.14	FARP2	protein_coding	1688	1037	1045	4.8209	1.4641	1.5216
ENSG00000006611.17	USH1C	protein_coding	26	12	14	0.2176	0.0661	0.0687
ENSG00000006625.18	GGCT	protein_coding	6589	3326	3263	169.6594	51.5239	53.5472
ENSG00000006634.8	DBF4	protein_coding	1202	614	608	10.7366	3.2606	3.3886
ENSG00000006638.13	TBXA2R	protein_coding	249	130	119	3.6151	1.0979	1.1410
ENSG00000006652.15	IFRD1	protein_coding	549	278	271	2.8516	0.8660	0.9000
ENSG00000006659.13	LGALS14	protein_coding	80	33	47	3.6322	1.1031	1.1464
ENSG00000006695.12	COX10	protein_coding	1015	468	547	6.1663	1.8726	1.9462
ENSG00000006704.11	GTF2IRD1	protein_coding	2901	1476	1426	18.3209	5.5639	5.7824
ENSG00000006712.15	PAF1	protein_coding	8152	4355	4114	117.3994	35.6531	37.0531
ENSG00000006715.16	VPS41	protein_coding	6912	3467	3445	36.5963	11.1139	11.5504
ENSG00000006740.17	ARHGAP44	protein_coding	448	287	294	1.9725	0.5990	0.6226
ENSG00000006744.19	ELAC2	protein_coding	5710	2928	2793	33.4704	10.1646	10.5638
ENSG00000006747.15	SCIN	protein_coding	246	139	108	0.8685	0.2637	0.2741
ENSG00000006756.16	ARSD	protein_coding	25414	18545	18511	148.4607	45.0861	46.8566
ENSG00000006757.12	PNPLA4	protein_coding	5467	2751	2716	65.7831	19.9777	20.7622
ENSG00000006788.14	MYH13	protein_coding	18	26	19	0.1207	0.0367	0.0381
ENSG00000006831.10	ADIPOR2	protein_coding	6964	3564	3401	49.0188	14.8865	15.4711
ENSG00000006837.12	CDKL3	protein_coding	47	20	27	0.6126	0.1860	0.1933
ENSG00000007001.13	UPP2	protein_coding	5	2	3	0.0694	0.0211	0.0219
ENSG00000007038.11	PRSS21	protein_coding	23	11	12	0.4799	0.1457	0.1515
ENSG00000007047.15	MARK4	protein_coding	2845	1437	1410	17.5435	5.3278	5.5370
ENSG00000007062.12	PROM1	protein_coding	892	450	442	4.9096	1.4910	1.5496
ENSG00000007080.11	CCDC124	protein_coding	2167	1101	1066	53.5471	16.2617	16.9003
ENSG00000007129.18	CEACAM21	protein_coding	124	71	54	2.5743	0.7818	0.8125
ENSG00000007168.14	PAFAH1B1	protein_coding	8136	5005	5086	24.2489	7.3642	7.6533
ENSG00000007171.18	NOS2	protein_coding	18	8	10	0.1679	0.0510	0.0530
ENSG00000007174.18	DNAH9	protein_coding	131	65	68	0.3174	0.0964	0.1002
ENSG00000007202.15	KIAA0100	protein_coding	8831	7231	6780	39.2610	11.9232	12.3914
ENSG00000007216.15	SLC13A2	protein_coding	55	20	35	0.6998	0.2125	0.2209
ENSG00000007237.19	GAS7	protein_coding	2627	1306	1321	10.6145	3.2235	3.3501
ENSG00000007255.10	TRAPPC6A	protein_coding	1060	523	537	46.6306	14.1613	14.7174
ENSG00000007264.15	MATK	protein_coding	70	34	37	0.6943	0.2109	0.2191
ENSG00000007306.15	CEACAM7	protein_coding	53	29	28	0.8199	0.2490	0.2588
ENSG00000007312.13	CD79B	protein_coding	86	40	46	1.7118	0.5199	0.5403
ENSG00000007314.12	SCN4A	protein_coding	72	28	44	0.3585	0.1089	0.1131
ENSG00000007341.19	ST7L	protein_coding	1086	941	940	5.4975	1.6695	1.7351
ENSG00000007350.17	TKTL1	protein_coding	1	1	0	0.0116	0.0035	0.0037
ENSG00000007372.24	PAX6	protein_coding	0	107	102	0.0000	0.0000	0.0000
ENSG00000007376.8	RPUSD1	protein_coding	2366	1230	1170	35.0702	10.6505	11.0687
ENSG00000007384.15	RHBDF1	protein_coding	5843	2962	2882	48.8031	14.8210	15.4030
ENSG00000007392.17	LUC7L	protein_coding	4565	2259	2306	30.3375	9.2132	9.5750
ENSG00000007402.12	CACNA2D2	protein_coding	1345	895	976	8.4825	2.5760	2.6772
ENSG00000007516.14	BAIAP3	protein_coding	3733	2793	2545	25.0804	7.6167	7.9158
ENSG00000007520.4	TSR3	protein_coding	2182	1826	1959	74.0144	22.4775	23.3601
ENSG00000007541.17	PIGQ	protein_coding	4693	2268	2426	24.5186	7.4461	7.7385
ENSG00000007545.16	CRAMP1	protein_coding	1844	953	898	8.8046	2.6739	2.7789
ENSG00000007866.22	TEAD3	protein_coding	3647	1896	1751	49.0936	14.9093	15.4947
ENSG00000007908.16	SELE	protein_coding	349	194	155	3.1235	0.9486	0.9858
ENSG00000007923.16	DNAJC11	protein_coding	2447	2106	2150	19.7588	6.0006	6.2362
ENSG00000007933.13	FMO3	protein_coding	446	231	215	5.3229	1.6165	1.6800
ENSG00000007944.15	MYLIP	protein_coding	4487	2247	2240	59.9490	18.2059	18.9209
ENSG00000007952.18	NOX1	protein_coding	182	105	77	2.9375	0.8921	0.9271
ENSG00000007968.7	E2F2	protein_coding	362	178	184	2.7202	0.8261	0.8585
ENSG00000008018.9	PSMB1	protein_coding	14931	7588	7343	276.1712	83.8705	87.1640
ENSG00000008056.14	SYN1	protein_coding	96	92	112	1.0555	0.3205	0.3331
ENSG00000008083.14	JARID2	protein_coding	2796	1366	1430	18.3790	5.5815	5.8007
ENSG00000008086.13	CDKL5	protein_coding	2142	1107	1044	4.6135	1.4011	1.4561
ENSG00000008118.10	CAMK1G	protein_coding	18	9	9	0.2220	0.0674	0.0701
ENSG00000008128.23	CDK11A	protein_coding	102	59	45	0.8233	0.2500	0.2598
ENSG00000008130.15	NADK	protein_coding	4353	2112	2242	32.0760	9.7412	10.1237
ENSG00000008196.13	TFAP2B	protein_coding	5294	2644	2650	35.3023	10.7210	11.1420
ENSG00000008197.5	TFAP2D	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000008226.20	DLEC1	protein_coding	15	917	761	0.0738	0.0224	0.0233
ENSG00000008256.16	CYTH3	protein_coding	2573	1229	1344	18.1828	5.5219	5.7388
ENSG00000008277.14	ADAM22	protein_coding	531	255	277	1.7866	0.5426	0.5639
ENSG00000008282.9	SYPL1	protein_coding	21484	10856	10628	316.8463	96.2232	100.0018
ENSG00000008283.16	CYB561	protein_coding	26319	13219	13102	203.9709	61.9440	64.3765
ENSG00000008294.21	SPAG9	protein_coding	14157	7022	7136	48.5589	14.7469	15.3260
ENSG00000008300.17	CELSR3	protein_coding	304	146	160	0.9009	0.2736	0.2843
ENSG00000008311.15	AASS	protein_coding	1276	650	626	7.8589	2.3867	2.4804
ENSG00000008323.15	PLEKHG6	protein_coding	1585	781	804	15.2710	4.6376	4.8198
ENSG00000008324.12	SS18L2	protein_coding	1979	1051	1069	26.0505	7.9113	8.2220
ENSG00000008382.16	MPND	protein_coding	484	599	574	9.6951	2.9443	3.0599
ENSG00000008394.13	MGST1	protein_coding	12592	6168	6424	69.4561	21.0931	21.9214
ENSG00000008405.12	CRY1	protein_coding	2692	1326	1390	23.1053	7.0169	7.2924
ENSG00000008438.5	PGLYRP1	protein_coding	0	1	0	0.0000	0.0000	0.0000
ENSG00000008441.18	NFIX	protein_coding	7458	3773	3685	47.5686	14.4461	15.0134
ENSG00000008513.16	ST3GAL1	protein_coding	3906	1937	1969	18.1108	5.5001	5.7161
ENSG00000008516.17	MMP25	protein_coding	338	198	217	3.2673	0.9922	1.0312
ENSG00000008517.18	IL32	protein_coding	897	437	460	11.4728	3.4842	3.6210
ENSG00000008710.20	PKD1	protein_coding	1529	1359	1331	3.3860	1.0283	1.0687
ENSG00000008735.14	MAPK8IP2	protein_coding	2382	1265	1118	16.8766	5.1253	5.3265
ENSG00000008838.20	MED24	protein_coding	4619	2299	2320	27.2308	8.2697	8.5945
ENSG00000008853.17	RHOBTB2	protein_coding	872	678	682	5.4137	1.6441	1.7087
ENSG00000008869.12	HEATR5B	protein_coding	4321	2077	2244	21.5283	6.5379	6.7947
ENSG00000008952.17	SEC62	protein_coding	34063	17384	16683	176.3462	53.5546	55.6577
ENSG00000008988.11	RPS20	protein_coding	58705	29951	28755	356.1673	108.1646	112.4121
ENSG00000009307.16	CSDE1	protein_coding	58926	29779	29147	418.5778	127.1180	132.1099
ENSG00000009335.18	UBE3C	protein_coding	9878	4924	4955	43.9967	13.3614	13.8861
ENSG00000009413.16	REV3L	protein_coding	1383	791	897	4.5685	1.3874	1.4419
ENSG00000009694.13	TENM1	protein_coding	34	21	14	0.1082	0.0329	0.0342
ENSG00000009709.12	PAX7	protein_coding	5	3	2	0.0317	0.0096	0.0100
ENSG00000009724.17	MASP2	protein_coding	42	55	59	0.4049	0.1230	0.1278
ENSG00000009765.15	IYD	protein_coding	1056	535	521	4.1828	1.2703	1.3202
ENSG00000009780.16	FAM76A	protein_coding	1145	592	553	11.6152	3.5274	3.6659
ENSG00000009790.15	TRAF3IP3	protein_coding	266	392	431	1.4087	0.4278	0.4446
ENSG00000009830.12	POMT2	protein_coding	2987	1487	1500	12.2512	3.7206	3.8667
ENSG00000009844.16	VTA1	protein_coding	6206	3130	3076	35.0947	10.6579	11.0765
ENSG00000009950.16	MLXIPL	protein_coding	348	160	188	2.9664	0.9009	0.9362
ENSG00000009954.11	BAZ1B	protein_coding	14773	7367	7406	85.8837	26.0820	27.1063
ENSG00000010017.13	RANBP9	protein_coding	4904	3754	3450	55.6325	16.8951	17.5585
ENSG00000010030.14	ETV7	protein_coding	284	148	137	4.9100	1.4911	1.5497
ENSG00000010072.16	SPRTN	protein_coding	1923	1004	997	13.3639	4.0585	4.2179
ENSG00000010165.20	EEF1AKNMT	protein_coding	5632	2915	2717	60.3389	18.3243	19.0439
ENSG00000010219.13	DYRK4	protein_coding	973	449	524	5.6614	1.7193	1.7868
ENSG00000010244.19	ZNF207	protein_coding	11776	5924	5852	30.5558	9.2795	9.6439
ENSG00000010256.11	UQCRC1	protein_coding	15552	7709	7845	199.2235	60.5022	62.8781
ENSG00000010270.14	STARD3NL	protein_coding	3065	1528	1537	29.0932	8.8353	9.1823
ENSG00000010278.15	CD9	protein_coding	31904	16162	15743	224.6456	68.2227	70.9017
ENSG00000010282.15	HHATL	protein_coding	6	5	1	0.0853	0.0259	0.0269
ENSG00000010292.13	NCAPD2	protein_coding	4776	2584	2491	30.2975	9.2011	9.5624
ENSG00000010295.20	IFFO1	protein_coding	379	179	202	3.1457	0.9553	0.9928
ENSG00000010310.9	GIPR	protein_coding	138	63	76	1.1174	0.3393	0.3527
ENSG00000010318.21	PHF7	protein_coding	381	207	174	4.6485	1.4117	1.4672
ENSG00000010319.7	SEMA3G	protein_coding	1654	809	846	13.4508	4.0849	4.2453
ENSG00000010322.16	NISCH	protein_coding	7098	3541	3558	32.1483	9.7631	10.1465
ENSG00000010327.10	STAB1	protein_coding	1397	933	974	5.4154	1.6446	1.7092
ENSG00000010361.14	FUZ	protein_coding	949	1131	1223	13.1901	4.0057	4.1630
ENSG00000010379.16	SLC6A13	protein_coding	10	5	5	0.0967	0.0294	0.0305
ENSG00000010404.18	IDS	protein_coding	239	122	117	1.0555	0.3205	0.3331
ENSG00000010438.17	PRSS3	protein_coding	7	5	4	0.2016	0.0612	0.0636
ENSG00000010539.12	ZNF200	protein_coding	1436	726	781	7.8606	2.3872	2.4809
ENSG00000010610.10	CD4	protein_coding	2159	1105	1054	19.4456	5.9054	6.1373
ENSG00000010626.15	LRRC23	protein_coding	970	513	457	13.0447	3.9615	4.1171
ENSG00000010671.16	BTK	protein_coding	519	230	289	4.6561	1.4140	1.4695
ENSG00000010704.18	HFE	protein_coding	1211	609	612	8.7584	2.6598	2.7643
ENSG00000010803.16	SCMH1	protein_coding	2651	1558	1426	24.4675	7.4305	7.7223
ENSG00000010810.17	FYN	protein_coding	1574	783	791	8.7172	2.6473	2.7513
ENSG00000010818.10	HIVEP2	protein_coding	1665	917	891	6.4137	1.9478	2.0243
ENSG00000010932.17	FMO1	protein_coding	713	413	307	8.1244	2.4673	2.5642
ENSG00000011007.12	ELOA	protein_coding	5998	3762	3757	45.6650	13.8680	14.4126
ENSG00000011009.11	LYPLA2	protein_coding	6446	3197	3249	130.9094	39.7559	41.3171
ENSG00000011021.23	CLCN6	protein_coding	896	442	476	4.4996	1.3665	1.4201
ENSG00000011028.14	MRC2	protein_coding	10109	5663	5497	62.9511	19.1177	19.8684
ENSG00000011052.21	NME1-NME2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000011083.9	SLC6A7	protein_coding	4	3	2	0.0384	0.0117	0.0121
ENSG00000011105.14	TSPAN9	protein_coding	4588	2248	2340	27.2713	8.2820	8.6073
ENSG00000011114.15	BTBD7	protein_coding	3827	1865	1962	13.8599	4.2091	4.3744
ENSG00000011132.12	APBA3	protein_coding	657	467	416	4.8188	1.4634	1.5209
ENSG00000011143.19	MKS1	protein_coding	2448	1373	1276	8.9034	2.7039	2.8101
ENSG00000011198.10	ABHD5	protein_coding	5333	2670	2663	29.0338	8.8173	9.1635
ENSG00000011201.12	ANOS1	protein_coding	1758	882	876	10.1885	3.0941	3.2156
ENSG00000011243.18	AKAP8L	protein_coding	2979	2433	2691	24.0735	7.3109	7.5980
ENSG00000011258.16	MBTD1	protein_coding	4081	2025	2057	23.3156	7.0807	7.3588
ENSG00000011260.14	UTP18	protein_coding	12801	6602	6199	194.3769	59.0304	61.3485
ENSG00000011275.19	RNF216	protein_coding	4869	2400	2470	26.3783	8.0108	8.3254
ENSG00000011295.16	TTC19	protein_coding	2824	1422	1439	19.1456	5.8143	6.0427
ENSG00000011304.22	PTBP1	protein_coding	21531	10792	10741	117.4993	35.6834	37.0847
ENSG00000011332.19	DPF1	protein_coding	37	28	11	0.3164	0.0961	0.0999
ENSG00000011347.10	SYT7	protein_coding	9299	4619	4681	50.5383	15.3480	15.9507
ENSG00000011376.12	LARS2	protein_coding	2535	1272	1264	8.3861	2.5468	2.6468
ENSG00000011405.13	PIK3C2A	protein_coding	4812	2421	2391	21.4583	6.5167	6.7726
ENSG00000011422.12	PLAUR	protein_coding	1230	604	626	11.3269	3.4399	3.5749
ENSG00000011426.11	ANLN	protein_coding	2081	1044	1060	14.2425	4.3253	4.4951
ENSG00000011451.21	WIZ	protein_coding	3156	1510	1646	12.9056	3.9193	4.0732
ENSG00000011454.18	RABGAP1	protein_coding	7459	3776	3690	39.9876	12.1439	12.6207
ENSG00000011465.18	DCN	protein_coding	51761	26850	24912	164.1654	49.8554	51.8132
ENSG00000011478.13	QPCTL	protein_coding	610	312	300	8.8625	2.6915	2.7972
ENSG00000011485.15	PPP5C	protein_coding	4858	2520	2737	28.1267	8.5418	8.8772
